Id,Churn,Genero,Tiene +60,Posee_pareja,Posee_dependientes,Tiempo_contrato,Servicio_telefono,Multiples_lineas,Tipo_internet,Seguridad_online,Backup_online,Proteccion_dispositivo,Soporte_tecnico,Streaming_tv,Streaming_peliculas,Tipo_contrato,Factura_digital,Metodo_pago,Valor_mensual,Total_cobrado,Cuentas_Diarias
2777-PHDEI,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,78.05,78.05,2.6
2778-OCLGR,Si,Masculino,1,Si,No,24,No,No,DSL,Si,No,No,No,No,Si,Mes a mes,No,Transferencia bancaria,39.1,971.3,1.3
2782-JEEBU,No,Masculino,0,No,No,21,No,No,DSL,No,Si,No,Si,No,No,Mes a mes,Si,Cheque por correo,36.0,780.15,1.2
2782-LFZVW,No,Femenino,0,No,No,11,Si,Si,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque por correo,58.95,601.6,1.96
2786-GCDPI,No,Femenino,1,No,No,50,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,104.95,5222.35,3.5
2788-CJQAQ,No,Masculino,0,No,No,13,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.45,270.2,0.65
2789-CZANW,No,Femenino,0,Si,Si,64,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos años,No,Transferencia bancaria,110.3,6997.3,3.68
2789-HQBOU,No,Masculino,0,No,No,3,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,80.35,253.8,2.68
2790-XUYMV,No,Masculino,0,No,Si,71,Si,Si,Fibra optica,Si,Si,No,No,No,No,Un año,Si,Tarjeta de crédito,85.45,6028.95,2.85
2791-SFVEW,No,Femenino,0,No,No,9,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,20.15,238.15,0.67
2792-LSHWX,No,Femenino,0,No,No,1,Si,No,Fibra optica,Si,Si,No,Si,No,No,Mes a mes,Si,Cheque por correo,83.4,83.4,2.78
2792-VPPET,No,Masculino,0,No,No,3,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,20.5,76.95,0.68
2794-XIMMO,Si,Masculino,0,Si,No,53,No,No,DSL,No,Si,Si,Si,Si,Si,Un año,Si,Cheque electrónico,60.45,3184.25,2.02
2796-NNUFI,No,Femenino,0,Si,Si,46,Si,No,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,19.95,927.1,0.66
2796-UUZZO,No,Masculino,0,Si,Si,63,Si,No,Fibra optica,No,Si,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,80.3,4896.35,2.68
2798-NYLMZ,No,Masculino,0,Si,No,71,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,108.55,7616.0,3.62
2799-ARNLO,No,Femenino,1,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.35,341.6,2.31
2799-TSLAG,No,Femenino,0,Si,Si,65,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,25.3,1748.55,0.84
2800-QQUSO,No,Masculino,0,No,No,42,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,100.3,4222.95,3.34
2800-VEQXM,No,Femenino,0,No,No,3,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,74.75,238.1,2.49
2801-NISEI,No,Masculino,0,No,No,24,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Cheque electrónico,54.95,1348.5,1.83
2804-ETQDK,No,Masculino,0,No,Si,66,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.55,1357.1,0.68
2805-AUFQN,No,Femenino,0,No,No,25,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.8,475.2,0.66
2805-EDJPQ,No,Femenino,0,Si,Si,56,Si,Si,Fibra optica,No,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito,99.75,5608.4,3.32
2806-MLNTI,No,Masculino,1,Si,No,52,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria,105.1,5376.4,3.5
2808-CHTDM,No,Femenino,0,Si,Si,23,Si,Si,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,25.1,611.45,0.84
2809-ILCYT,No,Femenino,0,Si,No,25,Si,Si,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,26.8,733.55,0.89
2809-ZMYOQ,No,Femenino,0,No,No,32,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,101.35,3334.9,3.38
2810-FTLEM,Si,Femenino,0,No,No,16,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,50.15,762.25,1.67
2811-POVEX,No,Femenino,1,Si,Si,23,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,Si,Transferencia bancaria,88.45,2130.55,2.95
2812-ENYMO,No,Masculino,0,No,No,26,No,No,DSL,Si,No,No,Si,Si,Si,Un año,No,Tarjeta de crédito,54.55,1362.85,1.82
2812-REYAT,No,Femenino,0,Si,No,49,Si,No,No,No,No,No,No,No,No,Un año,Si,Transferencia bancaria,20.05,923.1,0.67
2812-SFXMJ,No,Masculino,0,No,Si,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.05,20.05,0.67
2815-CPTUL,Si,Masculino,1,No,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,70.25,331.9,2.34
2817-LVCPP,No,Femenino,0,No,No,50,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.4,1023.95,0.65
2817-NTQDO,Si,Masculino,0,No,No,13,No,No,DSL,Si,No,No,Si,Si,No,Mes a mes,Si,Tarjeta de crédito,45.55,597.0,1.52
2819-GWENI,No,Femenino,0,Si,Si,28,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.9,543.0,0.66
2821-WARNZ,No,Femenino,0,No,Si,49,Si,No,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,19.45,921.3,0.65
2823-LKABH,No,Femenino,0,No,No,18,Si,Si,Fibra optica,No,No,Si,Si,No,Si,Mes a mes,Si,Transferencia bancaria,95.05,1679.4,3.17
2824-DXNKN,No,Femenino,0,Si,Si,72,Si,Si,DSL,Si,No,Si,No,Si,No,Dos años,Si,Transferencia bancaria,71.45,5025.85,2.38
2824-MYYBN,No,Femenino,0,Si,Si,37,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.25,3314.15,3.18
2826-DXLQO,No,Masculino,1,Si,No,7,No,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,29.8,220.45,0.99
2826-UWHIS,No,Masculino,0,Si,No,45,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,No,Transferencia bancaria,81.4,3775.85,2.71
2828-SLQPF,No,Masculino,0,No,No,19,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,45.0,865.85,1.5
2829-HYVZP,No,Masculino,0,No,No,29,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,19.8,572.2,0.66
2830-LEWOA,No,Masculino,0,Si,Si,61,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Un año,No,Tarjeta de crédito,103.9,6449.15,3.46
2831-EBWRN,No,Masculino,0,No,No,4,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,45.9,199.75,1.53
2832-KJCRD,No,Femenino,0,No,No,38,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,103.65,3988.5,3.46
2832-SCUCO,No,Femenino,0,No,No,2,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,19.9,57.4,0.66
2833-SLKDQ,Si,Masculino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,45.05,45.05,1.5
2834-JKOOW,No,Femenino,0,No,No,15,No,No,DSL,Si,Si,Si,Si,No,No,Un año,No,Cheque por correo,45.9,693.45,1.53
2834-JRTUA,Si,Masculino,0,No,No,71,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,108.05,7532.15,3.6
2834-SPCJV,Si,Masculino,0,Si,No,52,Si,No,Fibra optica,Si,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,84.1,4348.65,2.8
2839-RFSQE,Si,Femenino,0,No,No,2,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.65,38.7,0.69
2840-XANRC,Si,Masculino,1,Si,No,24,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,93.15,2231.05,3.1
2842-BCQGE,No,Masculino,0,No,No,43,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,75.35,3161.4,2.51
2842-JTCCU,Si,Masculino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,46.05,80.35,1.54
2843-CQMEG,No,Masculino,0,No,No,24,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,49.7,1218.25,1.66
2845-AFFTX,Si,Masculino,1,Si,No,41,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.8,4259.3,3.33
2845-HSJCY,Si,Femenino,0,Si,Si,14,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,87.25,1258.6,2.91
2845-KDHVX,No,Femenino,0,Si,No,64,Si,No,DSL,No,Si,Si,Si,No,Si,Dos años,Si,Cheque por correo,68.3,4378.8,2.28
2848-YXSMW,No,Masculino,0,Si,Si,72,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.4,1363.25,0.65
2851-MMUTZ,No,Femenino,0,No,No,27,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,Si,Cheque por correo,56.15,1439.35,1.87
2851-STERV,No,Masculino,1,No,No,35,Si,No,DSL,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,73.0,2471.25,2.43
2853-CWQFQ,No,Masculino,0,No,Si,1,Si,No,DSL,No,No,No,Si,No,Si,Mes a mes,Si,Cheque por correo,59.55,59.55,1.98
2856-HYAPG,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,68.65,68.65,2.29
2856-NNASM,Si,Masculino,1,No,No,43,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque por correo,89.55,3856.75,2.98
2858-EIMXH,No,Femenino,1,Si,No,53,Si,Si,Fibra optica,No,No,No,No,Si,Si,Un año,Si,Tarjeta de crédito,95.85,5016.25,3.2
2858-MOFSQ,Si,Femenino,0,No,Si,17,Si,Si,DSL,No,No,Si,No,No,No,Un año,Si,Cheque por correo,55.85,937.5,1.86
2860-RANUS,Si,Femenino,1,No,No,20,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Tarjeta de crédito,85.8,1727.5,2.86
2862-JVEOY,No,Masculino,0,No,No,6,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.15,124.4,0.64
2862-PFNIK,No,Masculino,0,No,Si,1,No,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,24.7,24.7,0.82
2863-IMQDR,No,Femenino,0,No,No,61,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque electrónico,89.65,5308.7,2.99
2865-TCHJW,Si,Femenino,1,No,No,4,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,89.2,346.2,2.97
2866-IKBTM,No,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.55,19.55,0.65
2867-UIMSS,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,80.5,80.5,2.68
2868-LLSKM,No,Femenino,0,Si,Si,68,Si,Si,Fibra optica,No,Si,No,Si,No,No,Un año,Si,Transferencia bancaria,83.65,5733.4,2.79
2868-MZAGQ,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,79.25,79.25,2.64
2868-SNELZ,Si,Femenino,0,No,No,2,Si,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,No,Cheque por correo,80.6,155.8,2.69
2869-ADAWR,Si,Femenino,0,No,No,45,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito,89.3,4016.85,2.98
2873-ZLIWT,Si,Femenino,0,Si,Si,40,Si,Si,Fibra optica,No,No,Si,Si,No,No,Mes a mes,Si,Cheque electrónico,84.85,3303.05,2.83
2874-YXVVA,No,Femenino,0,No,No,34,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,105.1,3634.8,3.5
2876-GZYZC,No,Femenino,0,No,No,13,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,85.95,1215.65,2.86
2876-VBBBL,Si,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,20.25,20.25,0.68
2877-VDUER,No,Femenino,0,Si,Si,35,No,No,DSL,No,No,No,Si,Si,No,Un año,No,Cheque por correo,40.9,1383.6,1.36
2878-DHMIN,No,Masculino,0,Si,Si,35,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque electrónico,19.9,666.0,0.66
2878-RMWXY,No,Masculino,1,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,No,No,Si,Dos años,Si,Tarjeta de crédito,102.65,7550.3,3.42
2880-FPNAE,No,Masculino,1,Si,No,2,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,74.2,140.1,2.47
2882-DDZPG,No,Femenino,0,No,No,12,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,19.45,227.45,0.65
2882-WDTBA,No,Masculino,0,Si,Si,69,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,75.75,5388.15,2.52
2883-ILGWO,No,Masculino,1,No,No,57,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,Si,Transferencia bancaria,104.9,5913.95,3.5
2884-GBPFB,Si,Femenino,0,Si,No,35,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,70.3,2416.55,2.34
2885-HIJDH,No,Masculino,0,Si,Si,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,86.9,6194.1,2.9
2886-KEFUM,Si,Femenino,0,Si,No,63,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,107.5,6873.75,3.58
2887-JPYLU,No,Femenino,0,No,Si,41,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,45.2,1841.9,1.51
2888-ADFAO,No,Femenino,0,Si,Si,47,Si,No,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,21.3,1041.8,0.71
2889-FPWRM,Si,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,117.8,8684.8,3.93
2890-WFBHU,No,Femenino,0,No,No,59,Si,Si,DSL,Si,Si,Si,Si,No,Si,Un año,No,Tarjeta de crédito,79.85,4786.1,2.66
2892-GESUL,No,Femenino,0,Si,Si,18,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.35,309.25,0.64
2894-QOJRX,Si,Femenino,0,Si,No,25,No,No,DSL,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,34.0,853.0,1.13
2896-TBNBE,No,Masculino,0,Si,No,40,Si,No,Fibra optica,No,Si,Si,No,No,No,Un año,No,Cheque electrónico,80.8,3132.75,2.69
2897-DOVND,No,Masculino,0,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.8,146.65,2.33
2898-LSJGD,Si,Femenino,0,Si,Si,21,No,No,DSL,Si,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,55.95,1157.05,1.86
2898-MRKPI,No,Masculino,0,Si,Si,68,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Tarjeta de crédito,101.05,6770.5,3.37
2900-PHPLN,No,Femenino,1,Si,No,70,Si,No,No,No,No,No,No,No,No,Dos años,Si,Tarjeta de crédito,19.55,1462.05,0.65
2903-YYTBW,No,Masculino,0,Si,Si,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,44.55,44.55,1.48
2904-GGUAZ,No,Femenino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,No,No,No,No,Dos años,Si,Transferencia bancaria,84.05,6052.25,2.8
2905-KFQUV,No,Femenino,0,Si,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,70.4,154.8,2.35
2907-ILJBN,No,Femenino,0,Si,Si,11,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.6,233.9,0.69
2908-WGAXL,No,Femenino,0,Si,Si,56,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Tarjeta de crédito,24.95,1468.9,0.83
2908-ZTPNF,No,Femenino,0,No,No,36,No,No,DSL,No,Si,No,Si,No,No,Mes a mes,Si,Transferencia bancaria,34.85,1267.2,1.16
2911-IJORQ,No,Masculino,0,No,No,37,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,90.6,3358.65,3.02
2911-UREFD,Si,Femenino,0,Si,No,39,No,No,DSL,Si,No,Si,No,Si,Si,Mes a mes,No,Cheque electrónico,55.9,2184.35,1.86
2911-WDXMV,No,Masculino,0,No,Si,18,Si,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,80.55,1406.65,2.68
2916-BQZLN,No,Masculino,0,No,No,19,Si,Si,Fibra optica,Si,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,84.75,1651.95,2.82
2919-HBCJO,Si,Femenino,0,No,No,4,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria,76.65,333.6,2.56
2920-RNCEZ,No,Masculino,0,Si,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,69.95,69.95,2.33
2921-XWDJH,No,Femenino,1,Si,No,38,Si,No,Fibra optica,Si,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,83.45,3147.15,2.78
2924-KHUVI,No,Masculino,0,Si,No,56,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Un año,Si,Cheque electrónico,100.55,5514.95,3.35
2925-MXLSX,No,Femenino,0,No,No,30,Si,Si,DSL,No,Si,Si,No,Si,No,Un año,Si,Tarjeta de crédito,68.95,2038.7,2.3
2925-VDZHY,No,Masculino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,88.7,6501.35,2.96
2926-JEJJC,No,Femenino,0,No,No,8,Si,No,No,No,No,No,No,No,No,Un año,Si,Transferencia bancaria,20.2,140.95,0.67
2927-CVULT,No,Femenino,0,Si,Si,53,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,Si,Transferencia bancaria,104.05,5566.4,3.47
2927-QRRQV,No,Masculino,0,Si,No,46,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Un año,Si,Cheque electrónico,94.65,4312.5,3.16
2928-HLDBA,No,Femenino,0,No,No,6,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.7,112.75,0.69
2929-ERCFZ,Si,Femenino,0,Si,Si,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,94.2,777.3,3.14
2929-QNSRW,Si,Femenino,0,Si,No,56,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Cheque electrónico,98.25,5508.35,3.28
2930-UOTMB,Si,Femenino,0,No,No,31,Si,Si,DSL,Si,No,Si,Si,No,No,Mes a mes,No,Tarjeta de crédito,65.25,1994.3,2.17
2931-FSOHN,No,Masculino,1,No,No,13,Si,No,DSL,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,59.9,788.35,2.0
2931-SVLTV,No,Masculino,0,Si,Si,40,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito,110.1,4469.1,3.67
2931-VUVJN,No,Femenino,1,Si,No,59,Si,Si,Fibra optica,Si,Si,Si,Si,No,No,Un año,Si,Cheque electrónico,94.05,5483.9,3.14
2931-XIQBR,No,Femenino,0,Si,Si,50,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Un año,No,Cheque por correo,103.05,5153.5,3.44
2933-FILNV,Si,Femenino,0,Si,Si,2,No,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,24.4,36.55,0.81
2933-XEUJM,No,Femenino,0,No,No,46,Si,Si,DSL,Si,No,Si,No,Si,Si,Dos años,No,Cheque por correo,79.2,3593.8,2.64
2937-FTHUR,No,Femenino,0,No,Si,18,Si,Si,DSL,Si,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,64.8,1166.7,2.16
2946-KIQSP,No,Femenino,0,No,No,35,No,No,DSL,No,No,Si,Si,No,No,Mes a mes,Si,Cheque por correo,33.45,1175.85,1.12
2947-DOMLJ,Si,Masculino,0,No,Si,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque por correo,50.6,50.6,1.69
2951-QOQTK,Si,Masculino,0,No,Si,4,Si,Si,Fibra optica,No,No,No,Si,No,No,Mes a mes,No,Tarjeta de crédito,80.8,332.45,2.69
2952-QAYZF,Si,Masculino,0,No,No,5,Si,Si,Fibra optica,No,Si,Si,No,No,No,Mes a mes,Si,Cheque electrónico,85.3,424.15,2.84
2954-PIBKO,No,Femenino,0,Si,Si,69,Si,Si,DSL,Si,No,Si,Si,No,No,Dos años,Si,Tarjeta de crédito,64.15,4254.1,2.14
2955-BJZHG,Si,Masculino,0,Si,Si,17,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,80.85,1400.85,2.7
2955-PSXOE,Si,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,20.2,20.2,0.67
2956-GGUCQ,Si,Masculino,1,Si,No,24,Si,Si,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,78.85,1772.25,2.63
2957-JIRMN,No,Femenino,1,No,No,62,Si,Si,Fibra optica,No,No,No,No,Si,No,Un año,No,Cheque electrónico,84.45,4959.15,2.82
2957-LOLHO,Si,Masculino,0,No,No,12,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,45.4,518.9,1.51
2958-NHPPS,No,Masculino,0,No,No,23,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,20.85,473.9,0.7
2959-EEXWB,No,Femenino,0,Si,Si,45,No,No,DSL,Si,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,50.9,2333.85,1.7
2959-FENLU,No,Femenino,0,No,No,9,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito,85.3,781.4,2.84
2959-MJHIC,Si,Masculino,0,Si,No,4,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,80.35,307.4,2.68
2960-NKRSO,No,Masculino,0,No,No,24,Si,No,Fibra optica,No,Si,Si,Si,No,No,Mes a mes,Si,Cheque electrónico,85.95,2107.15,2.86
2961-VNFKL,No,Femenino,0,Si,No,71,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Tarjeta de crédito,25.95,1801.9,0.86
2962-XPMCQ,Si,Masculino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,45.15,98.5,1.5
2967-MXRAV,No,Masculino,0,Si,Si,1,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,18.8,18.8,0.63
2968-SSGAA,Si,Femenino,0,No,No,10,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.6,1060.2,3.35
2969-QWUBZ,No,Femenino,0,No,No,2,No,No,DSL,No,Si,No,No,Si,Si,Mes a mes,No,Cheque electrónico,51.4,96.8,1.71
2969-VAPYH,No,Femenino,0,No,No,67,Si,No,DSL,Si,Si,No,Si,No,No,Un año,No,Tarjeta de crédito,60.5,3870.0,2.02
2969-WGHQO,No,Femenino,0,Si,Si,7,Si,No,DSL,Si,Si,Si,No,Si,No,Un año,No,Cheque electrónico,69.45,477.05,2.32
2971-SGAFL,No,Femenino,0,No,No,13,Si,Si,DSL,Si,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,78.75,995.35,2.62
2972-YDYUW,No,Femenino,0,No,No,57,Si,Si,Fibra optica,No,Si,No,Si,No,Si,Un año,No,Cheque electrónico,94.7,5468.95,3.16
2974-GGUXS,No,Femenino,1,Si,No,36,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito,91.95,3301.05,3.06
2977-CEBSX,No,Femenino,0,No,No,66,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,90.05,5965.95,3.0
2978-XXSOG,No,Femenino,0,No,No,22,Si,Si,DSL,Si,No,No,Si,No,No,Mes a mes,Si,Cheque por correo,59.05,1253.5,1.97
2979-SXESE,Si,Femenino,0,Si,Si,17,Si,Si,Fibra optica,Si,No,Si,No,Si,No,Mes a mes,No,Cheque electrónico,94.4,1607.2,3.15
2982-IHMFT,Si,Femenino,1,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,74.45,74.45,2.48
2982-VPSGI,Si,Femenino,0,Si,No,11,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,94.0,1078.9,3.13
2983-ZANRP,Si,Femenino,0,Si,Si,2,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria,73.55,145.4,2.45
2984-AFWNC,No,Femenino,0,No,No,3,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,No,Cheque electrónico,95.4,293.15,3.18
2984-MIIZL,Si,Masculino,0,No,No,4,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Transferencia bancaria,74.8,321.9,2.49
2984-RGEYA,No,Femenino,0,Si,Si,69,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,19.75,1375.4,0.66
2984-TBYKU,No,Masculino,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,Si,Tarjeta de crédito,104.9,7732.65,3.5
2985-FMWYF,No,Femenino,0,No,No,23,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,93.5,2341.55,3.12
2985-JUUBZ,No,Masculino,0,Si,Si,40,Si,Si,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,74.55,3015.75,2.48
2987-BJXIK,No,Femenino,0,No,No,70,Si,Si,DSL,Si,Si,Si,No,Si,Si,Dos años,No,Cheque por correo,84.7,5991.05,2.82
